"地方","振(cid:11206)局","地(cid:8556)(cid:9234)号","(cid:12411)(cid:8196)所名","よみがな","ローマ字(cid:12210)(cid:12464)","所在地"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17607","境(cid:13597)","さかいの","SAKAINO","常呂(cid:13446)(cid:10792)戸(cid:9195)(cid:12751)住"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17631","(cid:10814)幌","びほろ","BIHORO","(cid:10585)(cid:12910)(cid:13446)(cid:10814)幌(cid:9195)(cid:9887)住"
"北(cid:8079)(cid:13352)","(cid:16019)(cid:16044)(cid:16014)(cid:16032)(cid:16022)","17717","(cid:8032)別","つべつ","TSUBETSU","(cid:10585)(cid:12910)(cid:13446)(cid:8032)別(cid:9195)(cid:12751)(cid:7884)"
"北(cid:8079)(cid:13352)","(cid:7231)室","18038","(cid:10806)(cid:11195)","らうす","RAUSU","(cid:9504)(cid:7309)(cid:13446)(cid:10806)(cid:11195)(cid:9195)(cid:7204)(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:7231)室","18136","(cid:7558)(cid:8032)","しべつ","SHIBETSU","(cid:7558)(cid:8032)(cid:13446)(cid:7558)(cid:8032)(cid:9195)北2条(cid:12377)"
"北(cid:8079)(cid:13352)","(cid:7231)室","18161","上(cid:7558)(cid:8032)","かみしべつ","KAMISHIBETSU","(cid:7558)(cid:8032)(cid:13446)中(cid:7558)(cid:8032)(cid:9195)字上(cid:7558)(cid:8032)"
"北(cid:8079)(cid:13352)","(cid:7231)室","18171","中(cid:7558)(cid:8032)","なかしべつ","NAKASHIBETSU","(cid:7558)(cid:8032)(cid:13446)中(cid:7558)(cid:8032)(cid:9195)(cid:7260)ケ丘"
"北(cid:8079)(cid:13352)","(cid:7231)室","18256","別(cid:8079)","べつかい","BETSUKAI","(cid:13597)付(cid:13446)別(cid:8079)(cid:9195)川上(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:7231)室","18273","(cid:7231)室","ねむろ","NEMURO","(cid:7231)室市弥(cid:7204)(cid:9195)　(cid:7231)室(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"北(cid:8079)(cid:13352)","(cid:7231)室","18281","(cid:10465)(cid:7947)布","のさっぷ","NOSAPPU","(cid:7231)室市(cid:8194)(cid:7231)元"
"北(cid:8079)(cid:13352)","(cid:7231)室","18311","厚床","あっとこ","ATTOKO","(cid:7231)室市(cid:12377)厚床"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19021","川(cid:8238)","かわゆ","KAWAYU","川上(cid:13446)弟子屈(cid:9195)川(cid:8238)(cid:14672)前"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19051","弟子屈","てしかが","TESHIKAGA","川上(cid:13446)弟子屈(cid:9195)弟子屈原(cid:13597)"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19076","(cid:14143)寒(cid:8224)(cid:9217)","あかんこはん","AKANKOHAN","(cid:13618)(cid:12976)市(cid:14143)寒(cid:9195)(cid:14143)寒(cid:8224)(cid:8194)(cid:7976)"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19151","(cid:7558)(cid:11412)","しべちゃ","SHIBECHA","川上(cid:13446)(cid:7558)(cid:11412)(cid:9195)(cid:14052)(cid:13344)"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19191","(cid:15215)居","つるい","TSURUI","(cid:14143)寒(cid:13446)(cid:15215)居村(cid:15215)居東"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19261","中徹別","なかてしべつ","NAKATESHIBETSU","(cid:13618)(cid:12976)市(cid:14143)寒(cid:9195)徹別中央34(cid:10618)"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19311","(cid:7468)(cid:9195)","さかきまち","SAKAKIMACHI","厚岸(cid:13446)(cid:8062)中(cid:9195)(cid:7468)(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19376","太(cid:9187)","おおた","OTA","厚岸(cid:13446)厚岸(cid:9195)太(cid:9187)"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19416","(cid:9425)(cid:10439)","しらぬか","SHIRANUKA","(cid:9425)(cid:10439)(cid:13446)(cid:9425)(cid:10439)(cid:9195)(cid:12377)2条北"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19432","(cid:13618)(cid:12976)","くしろ","KUSHIRO","(cid:13618)(cid:12976)市幸(cid:9195)　(cid:13618)(cid:12976)地方(cid:7868)(cid:12767)台"
"北(cid:8079)(cid:13352)","(cid:13618)(cid:12976)","19451","(cid:9649)方学","ちっぽまない","CHIPPOMANAI","(cid:13618)(cid:12976)(cid:13446)(cid:13618)(cid:12976)(cid:9195)仙(cid:15109)(cid:12945)村(cid:9649)方学"
"北(cid:8079)(cid:13352)","十勝","20146","(cid:14179)別","りくべつ","RIKUBETSU","(cid:12938)寄(cid:13446)(cid:14179)別(cid:9195)(cid:14179)別原(cid:13597)分(cid:10618)"
"北(cid:8079)(cid:13352)","十勝","20186","ぬかびら(cid:8251)(cid:7976)(cid:13459)","ぬかびらげんせんきょう","NUKABIRA-GENSENKYO","(cid:7961)東(cid:13446)上士幌(cid:9195)ぬかびら(cid:8251)(cid:7976)(cid:13459)北区"
"北(cid:8079)(cid:13352)","十勝","20266","上士幌","かみしほろ","KAMISHIHORO","(cid:7961)東(cid:13446)上士幌(cid:9195)東4(cid:10618)"
"北(cid:8079)(cid:13352)","十勝","20276","(cid:12938)寄","あしょろ","ASHORO","(cid:12938)寄(cid:13446)(cid:12938)寄(cid:9195)南1条"
"北(cid:8079)(cid:13352)","十勝","20341","本別","ほんべつ","HOMBETSU","中川(cid:13446)本別(cid:9195)新(cid:9195)"
"北(cid:8079)(cid:13352)","十勝","20356","新得","しんとく","SHINTOKU","上川(cid:13446)新得(cid:9195)4条南"
"北(cid:8079)(cid:13352)","十勝","20361","(cid:15285)(cid:13283)","しかおい","SHIKAOI","(cid:7961)東(cid:13446)(cid:15285)(cid:13283)(cid:9195)(cid:10611)(cid:9195)"
"北(cid:8079)(cid:13352)","十勝","20371","(cid:14678)場","こまば","KOMABA","(cid:7961)東(cid:13446)(cid:14434)更(cid:9195)(cid:14678)場北(cid:9195)"
"北(cid:8079)(cid:13352)","十勝","20421","(cid:11334)室","めむろ","MEMURO","(cid:7961)(cid:12377)(cid:13446)(cid:11334)室(cid:9195)(cid:12377)3条南"
"北(cid:8079)(cid:13352)","十勝","20432","帯広","おびひろ","OBIHIRO","帯広市東4条南　帯広(cid:8196)候所"
"北(cid:8079)(cid:13352)","十勝","20441","(cid:7909)(cid:9187)","いけだ","IKEDA","中川(cid:13446)(cid:7909)(cid:9187)(cid:9195)(cid:8171)(cid:12386)"
"北(cid:8079)(cid:13352)","十勝","20506","(cid:8070)幌","うらほろ","URAHORO","十勝(cid:13446)(cid:8070)幌(cid:9195)(cid:7260)(cid:9195)"
"北(cid:8079)(cid:13352)","十勝","20556","(cid:10439)内","ぬかない","NUKANAI","中川(cid:13446)幕別(cid:9195)五位"
"北(cid:8079)(cid:13352)","十勝","20601","上札内","かみさつない","KAMISATSUNAI","(cid:7961)(cid:12377)(cid:13446)中札内村元札内(cid:12377)1(cid:10618)"
"北(cid:8079)(cid:13352)","十勝","20606","更別","さらべつ","SARABETSU","(cid:7961)(cid:12377)(cid:13446)更別村更別南2(cid:10618)"
"北(cid:8079)(cid:13352)","十勝","20631","大(cid:8032)","おおつ","OTSU","中川(cid:13446)(cid:12751)(cid:14445)(cid:9195)大(cid:8032)寿(cid:9195)"
"北(cid:8079)(cid:13352)","十勝","20696","大(cid:7582)","たいき","TAIKI","広尾(cid:13446)大(cid:7582)(cid:9195)柏木(cid:9195)"
"北(cid:8079)(cid:13352)","十勝","20751","広尾","ひろお","HIRO-O","広尾(cid:13446)広尾(cid:9195)並木(cid:13307)東　広尾(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"北(cid:8079)(cid:13352)","(cid:11001)振","21111","厚(cid:9535)","あつま","ATSUMA","勇払(cid:13446)厚(cid:9535)(cid:9195)朝日"
"北(cid:8079)(cid:13352)","(cid:11001)振","21126","(cid:10001)別","ほべつ","HOBETSU","勇払(cid:13446)むかわ(cid:9195)(cid:10001)別"
"北(cid:8079)(cid:13352)","(cid:11001)振","21161","大(cid:8298)","おおたき","OTAKI","伊(cid:13353)市大(cid:8298)区本(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:11001)振","21171","(cid:7363)(cid:13597)","もりの","MORINO","(cid:9425)(cid:10881)(cid:13446)(cid:9425)(cid:10881)(cid:9195)(cid:7363)(cid:13597)"
"北(cid:8079)(cid:13352)","(cid:11001)振","21187","(cid:11362)小(cid:8766)","とまこまい","TOMAKOMAI","(cid:11362)小(cid:8766)市しらかば(cid:9195)　(cid:11362)小(cid:8766)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"北(cid:8079)(cid:13352)","(cid:11001)振","21226","大岸","おおきし","OKISHI","(cid:11905)(cid:9187)(cid:13446)(cid:12751)(cid:8070)(cid:9195)大岸"
"北(cid:8079)(cid:13352)","(cid:11001)振","21261","(cid:9425)(cid:10881)","しらおい","SHIRAOI","(cid:9425)(cid:10881)(cid:13446)(cid:9425)(cid:10881)(cid:9195)(cid:14807)(cid:9665)(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:11001)振","21276","(cid:15169)川","むかわ","MUKAWA","勇払(cid:13446)むかわ(cid:9195)(cid:12751)城"
"北(cid:8079)(cid:13352)","(cid:11001)振","21297","伊(cid:13353)","だて","DATE","伊(cid:13353)市(cid:14603)山下(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:11001)振","21312","(cid:9423)別","のぼりべつ","NOBORIBETSU","(cid:9423)別市札内(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:11001)振","21323","室(cid:11858)","むろらん","MURORAN","室(cid:11858)市山手(cid:9195)　室(cid:11858)地方(cid:7868)(cid:12767)台"
"北(cid:8079)(cid:13352)","日(cid:14807)","22036","日(cid:14807)","ひだか","HIDAKA","(cid:7947)(cid:8054)(cid:13446)日(cid:14807)(cid:9195)本(cid:9195)東"
"北(cid:8079)(cid:13352)","日(cid:14807)","22141","日(cid:14807)(cid:14043)別","ひだかもんべつ","HIDAKA-MOMBETSU","(cid:7947)(cid:8054)(cid:13446)日(cid:14807)(cid:9195)字富(cid:8062)"
"北(cid:8079)(cid:13352)","日(cid:14807)","22156","新和","しんわ","SHINWA","新冠(cid:13446)新冠(cid:9195)新和"
"北(cid:8079)(cid:13352)","日(cid:14807)","22241","(cid:14332)内","しずない","SHIZUNAI","日(cid:14807)(cid:13446)新ひだか(cid:9195)(cid:14332)内山手(cid:9195)"
"北(cid:8079)(cid:13352)","日(cid:14807)","22291","三(cid:9660)","みついし","MITSUISHI","日(cid:14807)(cid:13446)新ひだか(cid:9195)三(cid:9660)(cid:10814)(cid:13597)和"
"北(cid:8079)(cid:13352)","日(cid:14807)","22306","中杵(cid:11195)","なかきねうす","NAKAKINEUSU","(cid:8070)(cid:7961)(cid:13446)(cid:8070)(cid:7961)(cid:9195)上杵(cid:11195)"
"北(cid:8079)(cid:13352)","日(cid:14807)","22327","(cid:8070)(cid:7961)","うらかわ","URAKAWA","(cid:8070)(cid:7961)(cid:13446)(cid:8070)(cid:7961)(cid:9195)(cid:8379)(cid:12386)(cid:9195)　(cid:8070)(cid:7961)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"北(cid:8079)(cid:13352)","日(cid:14807)","22391","えりも岬","えりもみさき","ERIMOMISAKI","幌(cid:7976)(cid:13446)えりも(cid:9195)東(cid:8018)"
"北(cid:8079)(cid:13352)","(cid:8187)島","23031","(cid:14039)万(cid:13450)","おしゃまんべ","OSHAMAMBE","山(cid:12922)(cid:13446)(cid:14039)万(cid:13450)(cid:9195)(cid:7204)原"
"北(cid:8079)(cid:13352)","(cid:8187)島","23086","八(cid:14268)","やくも","YAKUMO","二(cid:8079)(cid:13446)八(cid:14268)(cid:9195)本(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:8187)島","23166","(cid:7363)","もり","MORI","(cid:11380)(cid:13450)(cid:13446)(cid:7363)(cid:9195)姫川"
"北(cid:8079)(cid:13352)","(cid:8187)島","23206","川(cid:7918)","かっくみ","KAKKUMI","函(cid:14603)市川(cid:7918)(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:8187)島","23226","北斗","ほくと","HOKUTO","北斗市本(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:8187)島","23232","函(cid:14603)","はこだて","HAKODATE","函(cid:14603)市(cid:10814)原　函(cid:14603)地方(cid:7868)(cid:12767)台"
"北(cid:8079)(cid:13352)","(cid:8187)島","23326","木古内","きこない","KIKONAI","上(cid:9790)(cid:13446)木古内(cid:9195)字本(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:8187)島","23376","松前","まつまえ","MATSUMAE","松前(cid:13446)松前(cid:9195)建(cid:9660)"
"北(cid:8079)(cid:13352)","(cid:8187)島","24141","(cid:8643)(cid:9660)","くまいし","KUMAISHI","二(cid:8079)(cid:13446)八(cid:14268)(cid:9195)(cid:8643)(cid:9660)(cid:7231)崎(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:7635)山","24041","せたな","せたな","SETANA","久(cid:13362)(cid:13446)せたな(cid:9195)(cid:8489)(cid:7348)区本(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:7635)山","24051","今(cid:13600)","いまかね","IMAKANE","(cid:8489)(cid:7348)(cid:13446)今(cid:13600)(cid:9195)今(cid:13600)"
"北(cid:8079)(cid:13352)","(cid:7635)山","24101","奥尻","おくしり","OKUSHIRI","奥尻(cid:13446)奥尻(cid:9195)字(cid:9988)(cid:10001)"
"北(cid:8079)(cid:13352)","(cid:7635)山","24201","(cid:15192)","うずら","UZURA","(cid:7635)山(cid:13446)厚(cid:7953)(cid:13450)(cid:9195)(cid:15192)(cid:9195)"
"北(cid:8079)(cid:13352)","(cid:7635)山","24217","(cid:7908)差","えさし","ESASHI","(cid:7635)山(cid:13446)(cid:7908)差(cid:9195)姥(cid:9860)(cid:9195)　(cid:7908)差(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","(cid:14327)(cid:7363)","31001","大(cid:14059)","おおま","OMA","下北(cid:13446)大(cid:14059)(cid:9195)大(cid:14059)字(cid:8843)丁"
"東北","(cid:14327)(cid:7363)","31111","むつ","むつ","MUTSU","むつ市(cid:13600)曲　むつ(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","(cid:14327)(cid:7363)","31121","小(cid:9187)(cid:13597)(cid:7953)","おだのさわ","ODANOSAWA","下北(cid:13446)東(cid:13307)村小(cid:9187)(cid:13597)(cid:7953)字中川(cid:9504)"
"東北","(cid:14327)(cid:7363)","31136","今別","いまべつ","IMABETSU","東(cid:8032)(cid:13133)(cid:13446)今別(cid:9195)今別字中(cid:7953)"
"東北","(cid:14327)(cid:7363)","31156","(cid:11045)(cid:13597)(cid:7953)","わきのさわ","WAKINOSAWA","むつ市(cid:11045)(cid:13597)(cid:7953)(cid:7239)(cid:7953)"
"東北","(cid:14327)(cid:7363)","31186","市(cid:8070)","しうら","SHIURA","五所川原市(cid:9510)内"
"東北","(cid:14327)(cid:7363)","31201","(cid:12131)(cid:9187)","かにた","KANITA","東(cid:8032)(cid:13133)(cid:13446)外ヶ(cid:8062)(cid:9195)字(cid:12131)(cid:9187)(cid:15021)ケ(cid:8161)"
"東北","(cid:14327)(cid:7363)","31296","五所川原","ごしょがわら","GOSHOGAWARA","五所川原市松島(cid:9195)"
"東北","(cid:14327)(cid:7363)","31312","(cid:14327)(cid:7363)","あおもり","AOMORI","(cid:14327)(cid:7363)市(cid:11324)園　(cid:14327)(cid:7363)地方(cid:7868)(cid:12767)台"
"東北","(cid:14327)(cid:7363)","31332","(cid:13597)(cid:13238)地","のへじ","NOHEJI","上北(cid:13446)(cid:13597)(cid:13238)地(cid:9195)有戸(cid:15101)井平"
"東北","(cid:14327)(cid:7363)","31336","六ケ所","ろっかしょ","ROKKASHO","上北(cid:13446)六ケ所村倉内字(cid:10162)崎"
"東北","(cid:14327)(cid:7363)","31366","(cid:15055)ケ(cid:7953)","あじがさわ","AJIGASAWA","(cid:12377)(cid:8032)(cid:13133)(cid:13446)(cid:15055)ケ(cid:7953)(cid:9195)(cid:11225)戸(cid:9195)字小夜"
"東北","(cid:14327)(cid:7363)","31436","(cid:8157)(cid:8070)","ふかうら","FUKAURA","(cid:12377)(cid:8032)(cid:13133)(cid:13446)(cid:8157)(cid:8070)(cid:9195)大字(cid:8157)(cid:8070)字岡(cid:9195)　(cid:8157)(cid:8070)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","(cid:14327)(cid:7363)","31461","弘前","ひろさき","HIROSAKI","弘前市和(cid:9187)(cid:9195)"
"東北","(cid:14327)(cid:7363)","31466","(cid:15342)(cid:9660)","くろいし","KUROISHI","(cid:15342)(cid:9660)市(cid:14655)場尻南"
"東北","(cid:14327)(cid:7363)","31482","(cid:13535)ケ(cid:8238)","すかゆ","SUKAYU","(cid:14327)(cid:7363)市(cid:11432)川字南(cid:11432)川山国有林(cid:13535)ケ(cid:8238)(cid:7953)"
"東北","(cid:14327)(cid:7363)","31506","三(cid:7953)","みさわ","MISAWA","三(cid:7953)市東(cid:9195)"
"東北","(cid:14327)(cid:7363)","31586","十和(cid:9187)","とわだ","TOWADA","十和(cid:9187)市(cid:9510)坂字(cid:9510)坂"
"東北","(cid:14327)(cid:7363)","31602","八戸","はちのへ","HACHINOHE","八戸市(cid:8214)(cid:9195)字(cid:14603)(cid:15407)　八戸(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","(cid:14327)(cid:7363)","31646","(cid:9725)ケ(cid:14069)","いかりがせき","IKARIGASEKI","平川市(cid:9725)ヶ(cid:14069)(cid:14143)原"
"東北","(cid:14327)(cid:7363)","31662","休屋","やすみや","YASUMIYA","十和(cid:9187)市大字奥(cid:8489)字十和(cid:9187)(cid:8224)(cid:9217)休屋"
"東北","(cid:14327)(cid:7363)","31721","三戸","さんのへ","SANNOHE","三戸(cid:13446)三戸(cid:9195)川守(cid:9187)字寺ノ(cid:7953)"
"東北","(cid:9925)(cid:9187)","32056","八(cid:7363)","はちもり","HACHIMORI","山本(cid:13446)八峰(cid:9195)八(cid:7363)字チコキ"
"東北","(cid:9925)(cid:9187)","32111","(cid:11039)代","のしろ","NOSHIRO","(cid:11039)代市(cid:10611)(cid:9195)"
"東北","(cid:9925)(cid:9187)","32126","(cid:15258)巣","たかのす","TAKANOSU","北(cid:9925)(cid:9187)市旭(cid:9195)"
"東北","(cid:9925)(cid:9187)","32136","大(cid:14603)","おおだて","ODATE","大(cid:14603)市出川字上(cid:13597)"
"東北","(cid:9925)(cid:9187)","32146","(cid:15285)(cid:12421)","かづの","KAZUNO","(cid:15285)(cid:12421)市(cid:11324)(cid:13167)字(cid:11432)(cid:9187)"
"東北","(cid:9925)(cid:9187)","32206","(cid:8238)(cid:8489)","ゆぜ","YUZE","(cid:15285)(cid:12421)市八幡平(cid:8238)(cid:8489)字一(cid:10842)(cid:7231)"
"東北","(cid:9925)(cid:9187)","32266","八幡平","はちまんたい","HACHIMANTAI","(cid:15285)(cid:12421)市八幡平字(cid:8643)(cid:7953)外8国有林"
"東北","(cid:9925)(cid:9187)","32286","(cid:9192)(cid:15285)","おが","OGA","(cid:9192)(cid:15285)市(cid:11045)本(cid:11045)本字上(cid:13597)"
"東北","(cid:9925)(cid:9187)","32287","大(cid:8370)","おおがた","OGATA","南(cid:9925)(cid:9187)(cid:13446)大(cid:8370)村大(cid:8370)"
"東北","(cid:9925)(cid:9187)","32296","五城(cid:9504)","ごじょうめ","GOJOME","南(cid:9925)(cid:9187)(cid:13446)五城(cid:9504)(cid:9195)上(cid:7549)口字屋岸"
"東北","(cid:9925)(cid:9187)","32311","(cid:14143)仁合","あにあい","ANIAI","北(cid:9925)(cid:9187)市(cid:14143)仁(cid:7880)(cid:8595)字(cid:9215)(cid:9195)東(cid:12268)"
"東北","(cid:9925)(cid:9187)","32402","(cid:9925)(cid:9187)","あきた","AKITA","(cid:9925)(cid:9187)市山(cid:8932)　(cid:9925)(cid:9187)地方(cid:7868)(cid:12767)台"
"東北","(cid:9925)(cid:9187)","32407","岩(cid:12386)三内","いわみさんない","IWAMISANNAI","(cid:9925)(cid:9187)市(cid:7961)(cid:13238)三内字外川原"
"東北","(cid:9925)(cid:9187)","32466","(cid:12421)(cid:14603)","かくのだて","KAKUNODATE","仙北市(cid:12421)(cid:14603)(cid:9195)小勝(cid:9187)(cid:15164)の崎"
"東北","(cid:9925)(cid:9187)","32476","(cid:9187)(cid:7953)(cid:8224)","たざわこ","TAZAWAKO","仙北市(cid:9187)(cid:7953)(cid:8224)(cid:9173)保内字宮の後"
"東北","(cid:9925)(cid:9187)","32496","大(cid:7751)寺","だいしょうじ","DAISHOJI","(cid:9925)(cid:9187)市(cid:14237)和新(cid:7996)字寺(cid:7953)"
"東北","(cid:9925)(cid:9187)","32551","大曲","おおまがり","OMAGARI","大仙市四ツ屋字下古(cid:13352)"
"東北","(cid:9925)(cid:9187)","32571","本(cid:11438)","ほんじょう","HONJO","(cid:9188)利本(cid:11438)市埋(cid:9187)字(cid:9181)堰南"
"東北","(cid:9925)(cid:9187)","32581","東(cid:9188)利","ひがしゆり","HIGASHIYURI","(cid:9188)利本(cid:11438)市東(cid:9188)利(cid:10881)方字後(cid:9187)"
"東北","(cid:9925)(cid:9187)","32596","(cid:7571)手","よこて","YOKOTE","(cid:7571)手市(cid:7571)手(cid:9195)大(cid:7549)"
"東北","(cid:9925)(cid:9187)","32616","にかほ","にかほ","NIKAHO","にかほ市(cid:13600)(cid:8070)字南(cid:13600)(cid:8070)"
"東北","(cid:9925)(cid:9187)","32626","(cid:9646)島","やしま","YASHIMA","(cid:9188)利本(cid:11438)市(cid:9646)島(cid:9195)城内字(cid:10255)(cid:14603)"
"東北","(cid:9925)(cid:9187)","32691","(cid:8238)(cid:7953)","ゆざわ","YUZAWA","(cid:8238)(cid:7953)市(cid:13600)(cid:12738)字(cid:7549)ノ口"
"東北","(cid:9925)(cid:9187)","32771","(cid:8238)の岱","ゆのたい","YUNOTAI","(cid:8238)(cid:7953)市(cid:9925)の宮字(cid:8238)の岱"
"東北","岩手","33006","(cid:9984)市","たねいち","TANEICHI","九戸(cid:13446)(cid:8018)(cid:13597)(cid:9195)(cid:9984)市(cid:10152)21地割"
"東北","岩手","33026","(cid:13133)(cid:10367)","かるまい","KARUMAI","九戸(cid:13446)(cid:13133)(cid:10367)(cid:9195)大字上(cid:14603)(cid:10152)15地割"
"東北","岩手","33071","二戸","にのへ","NINOHE","二戸市堀(cid:13597)字(cid:14655)場"
"東北","岩手","33136","山形","やまがた","YAMAGATA","久慈市山形(cid:9195)川井"
"東北","岩手","33146","久慈","くじ","KUJI","久慈市小久慈(cid:9195)(cid:10152)24地割"
"東北","岩手","33166","(cid:11432)屋","あらや","ARAYA","八幡平市叺(cid:9187)"
"東北","岩手","33176","奥中山","おくなかやま","OKUNAKAYAMA","二戸(cid:13446)一戸(cid:9195)小(cid:10693)字(cid:12377)(cid:9187)子"
"東北","岩手","33186","(cid:11569)巻","くずまき","KUZUMAKI","岩手(cid:13446)(cid:11569)巻(cid:9195)(cid:11569)巻(cid:10152)7地割字元(cid:9195)"
"東北","岩手","33206","普代","ふだい","FUDAI","下(cid:14050)伊(cid:13446)普代村(cid:10152)13地割字普代"
"東北","岩手","33226","岩手松尾","いわてまつお","IWATEMATSUO","八幡平市(cid:13597)(cid:14671)"
"東北","岩手","33296","好摩","こうま","KOMA","(cid:9490)岡市好摩字(cid:11294)(cid:9187)向"
"東北","岩手","33326","岩(cid:7976)","いわいずみ","IWAIZUMI","下(cid:14050)伊(cid:13446)岩(cid:7976)(cid:9195)岩(cid:7976)字中家"
"東北","岩手","33336","小本","おもと","OMOTO","下(cid:14050)伊(cid:13446)岩(cid:7976)(cid:9195)小本字下中(cid:13597)"
"東北","岩手","33371","(cid:11784)川","やぶかわ","YABUKAWA","(cid:9490)岡市(cid:11784)川字外山"
"東北","岩手","33421","(cid:14264)(cid:9660)","しずくいし","SHIZUKUISHI","岩手(cid:13446)(cid:14264)(cid:9660)(cid:9195)(cid:10152)40地割字千刈(cid:9187)"
"東北","岩手","33431","(cid:9490)岡","もりおか","MORIOKA","(cid:9490)岡市山(cid:8932)(cid:9195)　(cid:9490)岡地方(cid:7868)(cid:12767)台"
"東北","岩手","33441","区(cid:9210)","くざかい","KUZAKAI","宮古市区(cid:9210)(cid:10152)2地割"
"東北","岩手","33472","宮古","みやこ","MIYAKO","宮古市(cid:13877)ケ崎下(cid:9195)　宮古(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","岩手","33486","(cid:7953)内","さわうち","SAWAUCHI","和(cid:12833)(cid:13446)(cid:12377)和(cid:12833)(cid:9195)(cid:7953)内字(cid:12805)(cid:7953)4地割"
"東北","岩手","33501","(cid:10488)(cid:7996)","しわ","SHIWA","(cid:10488)(cid:7996)(cid:13446)(cid:10488)(cid:7996)(cid:9195)(cid:9988)(cid:11816)字七(cid:13459)"
"東北","岩手","33526","川井","かわい","KAWAI","宮古市川井"
"東北","岩手","33581","大(cid:13269)","おおはさま","OHASAMA","(cid:11324)巻市大(cid:13269)(cid:9195)大(cid:13269)(cid:10152)13地割"
"東北","岩手","33616","山(cid:9187)","やまだ","YAMADA","下(cid:14050)伊(cid:13446)山(cid:9187)(cid:9195)(cid:10698)(cid:10143)(cid:10152)11地割"
"東北","岩手","33631","(cid:8238)(cid:9187)","ゆだ","YUDA","和(cid:12833)(cid:13446)(cid:12377)和(cid:12833)(cid:9195)上(cid:13597)々(cid:10152)39地割"
"東北","岩手","33671","(cid:13362)(cid:13597)","とおの","TOONO","(cid:13362)(cid:13597)市松崎(cid:9195)(cid:9425)岩24地割"
"東北","岩手","33716","北上","きたかみ","KITAKAMI","北上市(cid:11326)(cid:9195)"
"東北","岩手","33751","(cid:13609)(cid:9660)","かまいし","KAMAISHI","(cid:13609)(cid:9660)市(cid:8199)(cid:9195)"
"東北","岩手","33776","(cid:11357)柳","わかやなぎ","WAKAYANAGI","奥州市(cid:11001)(cid:7953)区(cid:11357)柳字倉(cid:11219)"
"東北","岩手","33781","(cid:7908)刺","えさし","ESASHI","奥州市(cid:7908)刺区愛宕字八日市"
"東北","岩手","33801","住(cid:9187)","すみた","SUMITA","(cid:7868)仙(cid:13446)住(cid:9187)(cid:9195)世(cid:9187)(cid:10367)字川向"
"東北","岩手","33877","大(cid:11242)(cid:8187)","おおふなと","OFUNATO","大(cid:11242)(cid:8187)市大(cid:11242)(cid:8187)(cid:9195)字(cid:12901)(cid:7953)　大(cid:11242)(cid:8187)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","岩手","33911","一(cid:14069)","いちのせき","ICHINOSEKI","一(cid:14069)市(cid:10121)山(cid:9195)"
"東北","岩手","33921","千厩","せんまや","SEMMAYA","一(cid:14069)市千厩(cid:9195)千厩字北方"
"東北","宮城","34012","(cid:14678)ノ(cid:8238)","こまのゆ","KOMANOYU","(cid:7209)原市(cid:7209)(cid:14678)(cid:7967)倉(cid:10900)(cid:11365)南"
