"地方","振興局","地点番号","観測所名","よみがな","ローマ字表記","所在地"
"東北","岩手","33326","岩(cid:7976)","いわいずみ","IWAIZUMI","下(cid:14050)伊(cid:13446)岩(cid:7976)町岩(cid:7976)字中家"
"東北","岩手","33336","小本","おもと","OMOTO","下(cid:14050)伊(cid:13446)岩(cid:7976)町小本字下中野"
"東北","岩手","33371","(cid:11784)川","やぶかわ","YABUKAWA","(cid:9490)岡市(cid:11784)川字外山"
"東北","岩手","33421","(cid:14264)石","しずくいし","SHIZUKUISHI","岩手(cid:13446)(cid:14264)石町(cid:10152)40地割字千刈田"
"東北","岩手","33431","(cid:9490)岡","もりおか","MORIOKA","(cid:9490)岡市山(cid:8932)町　(cid:9490)岡地方気象台"
"東北","岩手","33441","区(cid:9210)","くざかい","KUZAKAI","宮古市区(cid:9210)(cid:10152)2地割"
"東北","岩手","33472","宮古","みやこ","MIYAKO","宮古市(cid:13877)ケ崎下町　宮古特別地域気象観測所"
"東北","岩手","33486","(cid:7953)内","さわうち","SAWAUCHI","和賀(cid:13446)(cid:12377)和賀町(cid:7953)内字(cid:12805)(cid:7953)4地割"
"東北","岩手","33501","(cid:10488)(cid:7996)","しわ","SHIWA","(cid:10488)(cid:7996)(cid:13446)(cid:10488)(cid:7996)町(cid:9988)(cid:11816)字七(cid:13459)"
"東北","岩手","33526","川井","かわい","KAWAI","宮古市川井"
"東北","岩手","33581","大(cid:13269)","おおはさま","OHASAMA","(cid:11324)巻市大(cid:13269)町大(cid:13269)(cid:10152)13地割"
"東北","岩手","33616","山田","やまだ","YAMADA","下(cid:14050)伊(cid:13446)山田町(cid:10698)(cid:10143)(cid:10152)11地割"
"東北","岩手","33631","(cid:8238)田","ゆだ","YUDA","和賀(cid:13446)(cid:12377)和賀町上野々(cid:10152)39地割"
"東北","岩手","33671","(cid:13362)野","とおの","TOONO","(cid:13362)野市松崎町(cid:9425)岩24地割"
"東北","岩手","33716","北上","きたかみ","KITAKAMI","北上市(cid:11326)町"
"東北","岩手","33751","(cid:13609)石","かまいし","KAMAISHI","(cid:13609)石市(cid:8199)町"
"東北","岩手","33776","(cid:11357)柳","わかやなぎ","WAKAYANAGI","奥州市胆(cid:7953)区(cid:11357)柳字倉(cid:11219)"
"東北","岩手","33781","(cid:7908)刺","えさし","ESASHI","奥州市(cid:7908)刺区愛宕字八日市"
"東北","岩手","33801","住田","すみた","SUMITA","気仙(cid:13446)住田町世田(cid:10367)字川向"
"東北","岩手","33877","大(cid:11242)渡","おおふなと","OFUNATO","大(cid:11242)渡市大(cid:11242)渡町字(cid:12901)(cid:7953)　大(cid:11242)渡特別地域気象観測所"
"東北","岩手","33911","一関","いちのせき","ICHINOSEKI","一関市(cid:10121)山町"
"東北","岩手","33921","千厩","せんまや","SEMMAYA","一関市千厩町千厩字北方"
"東北","宮城","34012","(cid:14678)ノ(cid:8238)","こまのゆ","KOMANOYU","(cid:7209)原市(cid:7209)(cid:14678)(cid:7967)倉(cid:10900)(cid:11365)南"
"東北","宮城","34026","気仙(cid:7967)","けせんぬま","KESENNUMA","気仙(cid:7967)市古町"
"東北","宮城","34096","川渡","かわたび","KAWATABI","大崎市(cid:15110)子(cid:8194)(cid:7976)字(cid:11655)田"
"東北","宮城","34111","(cid:10255)(cid:14603)","つきだて","TSUKIDATE","(cid:7209)原市(cid:10255)(cid:14603)左(cid:12938)下"
"東北","宮城","34171","(cid:10367)山","よねやま","YONEYAMA","(cid:9423)(cid:10367)市(cid:10367)山町(cid:12377)野字(cid:9431)場"
"東北","宮城","34186","志(cid:8032)川","しづがわ","SHIZUGAWA","本吉(cid:13446)南三陸町志(cid:8032)川字城場"
"東北","宮城","34216","古川","ふるかわ","FURUKAWA","大崎市古川大崎字富国"
"東北","宮城","34266","大(cid:12206)","おおひら","OHIRA","(cid:15342)川(cid:13446)大(cid:12206)村松の平"
"東北","宮城","34276","鹿島台","かしまだい","KASHIMADAI","大崎市鹿島台広長字内の(cid:8070)"
"東北","宮城","34292","石巻","いしのまき","ISHINOMAKI","石巻市(cid:7976)町　石巻特別地域気象観測所"
"東北","宮城","34311","新川","にっかわ","NIKKAWA","仙台市青葉区新川字(cid:8171)(cid:7880)尻"
"東北","宮城","34331","塩(cid:13609)","しおがま","SHIOGAMA","塩(cid:10084)市伊保石"
"東北","宮城","34361","(cid:7908)ノ島","えのしま","ENOSHIMA","(cid:8763)鹿(cid:13446)女川町(cid:7908)島字(cid:11432)(cid:11821)"
"東北","宮城","34392","仙台","せんだい","SENDAI","仙台市宮城野区五(cid:13167)　仙台(cid:10230)区気象台"
"東北","宮城","34461","(cid:9425)石","しろいし","SHIROISHI","(cid:9425)石市福岡長(cid:12228)字(cid:8238)(cid:7818)山"
"東北","宮城","34462","(cid:11702)(cid:8932)","ざおう","ZAO","刈田(cid:13446)(cid:11702)(cid:8932)町大字平(cid:7953)字内屋敷"
"東北","宮城","34471","亘(cid:9006)","わたり","WATARI","亘(cid:9006)(cid:13446)亘(cid:9006)町字(cid:7964)田"
"東北","宮城","34506","丸森","まるもり","MARUMORI","伊具(cid:13446)丸森町(cid:11219)(cid:9646)(cid:14059)(cid:11219)山字新(cid:12860)中"
"東北","山形","35002","(cid:14549)島","とびしま","TOBISHIMA","(cid:13511)田市(cid:14549)島字勝(cid:8070)乙"
"東北","山形","35052","(cid:13511)田","さかた","SAKATA","(cid:13511)田市亀ケ崎　(cid:13511)田特別地域気象観測所"
"東北","山形","35071","差(cid:14643)(cid:13856)","さすなべ","SASUNABE","最上(cid:13446)(cid:9535)室川町差(cid:14643)(cid:13856)"
"東北","山形","35116","(cid:13600)山","かねやま","KANEYAMA","最上(cid:13446)(cid:13600)山町(cid:13600)山字本町"
"東北","山形","35141","(cid:15215)岡","つるおか","TSURUOKA","(cid:15215)岡市(cid:13834)町"
"東北","山形","35146","狩川","かりかわ","KARIKAWA","東田川(cid:13446)庄内町狩川字(cid:9646)倉"
"東北","山形","35162","新庄","しんじょう","SHINJO","新庄市東谷地田町　新庄特別地域気象観測所"
"東北","山形","35176","向町","むかいまち","MUKAIMACHI","最上(cid:13446)最上町向町"
"東北","山形","35216","(cid:10973)折","ひじおり","HIJIORI","最上(cid:13446)大(cid:11702)村南山"
"東北","山形","35231","尾(cid:11324)(cid:7953)","おばなざわ","OBANAZAWA","尾(cid:11324)(cid:7953)市新町"
"東北","山形","35246","(cid:15393)ケ関","ねずがせき","NEZUGASEKI","(cid:15215)岡市(cid:15393)ケ関字(cid:7571)路"
"東北","山形","35332","村山","むらやま","MURAYAMA","村山市大字大久保字寄(cid:13240)"
"東北","山形","35361","大井(cid:7953)","おおいさわ","OISAWA","(cid:12377)村山(cid:13446)(cid:12377)川町大井(cid:7953)字中村"
"東北","山形","35376","左(cid:7953)","あてらざわ","ATERAZAWA","(cid:12377)村山(cid:13446)大(cid:7908)町本(cid:13459)字下夕原己"
"東北","山形","35426","山形","やまがた","YAMAGATA","山形市(cid:10611)町　山形地方気象台"
"東北","山形","35456","長井","ながい","NAGAI","長井市平山"
"東北","山形","35486","小国","おぐに","OGUNI","(cid:12377)(cid:10792)(cid:12855)(cid:13446)小国町増岡字下林"
"東北","山形","35511","高(cid:9226)","たかはた","TAKAHATA","東(cid:10792)(cid:12855)(cid:13446)高(cid:9226)町安久(cid:8032)字加(cid:11377)川原"
"東北","山形","35541","高峰","たかみね","TAKAMINE","(cid:12377)(cid:10792)(cid:12855)(cid:13446)(cid:14564)(cid:12751)町高峰"
"東北","山形","35552","(cid:10367)(cid:7953)","よねざわ","YONEZAWA","(cid:10367)(cid:7953)市アルカディア"
"東北","福島","36056","(cid:11377)庭","もにわ","MONIWA","福島市(cid:14564)坂町(cid:11377)庭字(cid:8293)(cid:8298)道"
"東北","福島","36066","(cid:7281)川","やながわ","YANAGAWA","伊(cid:13353)市(cid:7281)川町(cid:10390)野字作田"
"東北","福島","36106","(cid:7264)原","ひばら","HIBARA","(cid:10920)(cid:15326)(cid:13446)北塩原村(cid:7264)原字墓下"
"東北","福島","36126","福島","ふくしま","FUKUSHIMA","福島市松木町　福島地方気象台"
"東北","福島","36151","(cid:9510)馬","そうま","SOMA","(cid:9510)馬市成田字五(cid:13435)右エ(cid:14043)(cid:7595)"
"東北","福島","36176","喜多方","きたかた","KITAKATA","喜多方市字押切"
"東北","福島","36196","(cid:15254)倉","わしくら","WASHIKURA","福島市土(cid:8238)(cid:8194)(cid:7976)町字(cid:15254)倉山国有林"
"東北","福島","36221","(cid:14564)(cid:11219)","いいたて","IITATE","(cid:9510)馬(cid:13446)(cid:14564)(cid:11219)村(cid:14564)(cid:7549)字(cid:10143)石"
"東北","福島","36251","(cid:12377)会(cid:8032)","にしあいづ","NISHIAIZU","(cid:10920)(cid:15326)(cid:13446)(cid:12377)会(cid:8032)町尾野本字(cid:7549)ノ口原乙"
"東北","福島","36276","(cid:8870)(cid:11345)代","いなわしろ","INAWASHIRO","(cid:10920)(cid:15326)(cid:13446)(cid:8870)(cid:11345)代町大字千代田字中島"
"東北","福島","36291","二本松","にほんまつ","NIHOMMATSU","二本松市(cid:13600)(cid:11277)久保"
"東北","福島","36342","(cid:13600)山","かねやま","KANEYAMA","大(cid:7967)(cid:13446)(cid:13600)山町大字中川字沖根原"
"東北","福島","36361","(cid:11357)松","わかまつ","WAKAMATSU","会(cid:8032)(cid:11357)松市材木町　(cid:11357)松特別地域気象観測所"
"東北","福島","36391","(cid:11242)引","ふねひき","FUNEHIKI","田村市(cid:11242)引町(cid:11242)引字新房(cid:14164)"
"東北","福島","36411","(cid:8073)(cid:7908)","なみえ","NAMIE","双葉(cid:13446)(cid:8073)(cid:7908)町川(cid:8167)字北上の原"
"東北","福島","36426","只(cid:12386)","ただみ","TADAMI","南会(cid:8032)(cid:13446)只(cid:12386)町只(cid:12386)字原"
"東北","福島","36476","(cid:13446)山","こおりやま","KOORIYAMA","(cid:13446)山市安(cid:10010)町成田字東丸山"
"東北","福島","36501","川内","かわうち","KAWAUCHI","双葉(cid:13446)川内村上川内字小山平"
"東北","福島","36536","南(cid:13459)","なんごう","NANGO","南会(cid:8032)(cid:13446)南会(cid:8032)町(cid:9210)字梨木平"
"東北","福島","36562","(cid:8238)本","ゆもと","YUMOTO","岩(cid:8489)(cid:13446)天(cid:7204)村田良尾字持石"
"東北","福島","36591","小野新町","おのにいまち","ONONIIMACHI","田村(cid:13446)小野町小野新町字(cid:11219)廻"
"東北","福島","36611","広野","ひろの","HIRONO","双葉(cid:13446)広野町下北(cid:13269)字大谷地原"
"東北","福島","36641","田島","たじま","TAJIMA","南会(cid:8032)(cid:13446)南会(cid:8032)町田島字東下原"
"東北","福島","36667","(cid:9425)(cid:7961)","しらかわ","SHIRAKAWA","(cid:9425)(cid:7961)市(cid:13452)内　(cid:9425)(cid:7961)特別地域気象観測所"
"東北","福島","36676","石川","いしかわ","ISHIKAWA","石川(cid:13446)石川町双(cid:13595)字本宮"
"東北","福島","36716","(cid:7264)枝岐","ひのえまた","HINOEMATA","南会(cid:8032)(cid:13446)檜枝岐村字上(cid:7961)原"
"東北","福島","36821","東(cid:9425)川","ひがししらかわ","HIGASHISHIRAKAWA","東(cid:9425)川(cid:13446)塙町大字上石井字新田"
"東北","福島","36836","山田","やまだ","YAMADA","いわき市山田町大谷"
"東北","福島","36846","小名(cid:8062)","おなはま","ONAHAMA","いわき市小名(cid:8062)字(cid:11242)引場　小名(cid:8062)特別地域気象観測所"
"関東","茨城","40046","北茨城","きたいばらき","KITAIBARAKI","北茨城市関南町関本下"
"関東","茨城","40061","大子","だいご","DAIGO","久慈(cid:13446)大子町大子"
"関東","茨城","40091","常陸大宮","ひたちおおみや","HITACHIOMIYA","常陸大宮市上小(cid:8489)"
"関東","茨城","40136","日(cid:10087)","ひたち","HITACHI","日(cid:10087)市会(cid:8489)町"
"関東","茨城","40191","(cid:10143)(cid:14059)","かさま","KASAMA","(cid:10143)(cid:14059)市(cid:10237)田"
"関東","茨城","40201","(cid:7880)戸","みと","MITO","(cid:7880)戸市(cid:13600)町　(cid:7880)戸地方気象台"
"関東","茨城","40221","古(cid:7961)","こが","KOGA","古(cid:7961)市北町"
"関東","茨城","40231","下(cid:14603)","しもだて","SHIMODATE","(cid:10179)(cid:12377)市(cid:12377)石田"
"関東","茨城","40281","下妻","しもつま","SHIMOTSUMA","下妻市二本(cid:10454)"
"関東","茨城","40311","(cid:13725)田","ほこた","HOKOTA","(cid:13725)田市安房"
"関東","茨城","40336","つくば","つくば","TSUKUBA","つくば市長峰　高層気象台"
"関東","茨城","40341","土(cid:8070)","つちうら","TSUCHIURA","土(cid:8070)市木田余東台"
"関東","茨城","40406","鹿嶋","かしま","KASHIMA","鹿嶋市城山"
"関東","茨城","40426","(cid:15455)ケ崎","りゅうがさき","RYUGASAKI","(cid:15455)ケ崎市大徳町"
"関東","栃木","41011","(cid:13411)(cid:14450)高原","なすこうげん","NASU-KOGEN","(cid:13411)(cid:14450)(cid:13446)(cid:13411)(cid:14450)町大島"
"関東","栃木","41076","五十(cid:13595)","いかり","IKARI","日光市五十(cid:13595)堀割"
"関東","栃木","41091","(cid:15342)(cid:9790)","くろいそ","KUROISO","(cid:13411)(cid:14450)塩原市埼玉"
"関東","栃木","41116","土呂(cid:13450)","どろぶ","DOROBU","日光市土呂(cid:13450)"
"関東","栃木","41141","大田原","おおたわら","OTAWARA","大田原市宇田川"
"関東","栃木","41166","奥日光","おくにっこう","OKUNIKKO","日光市中宮(cid:9862)　日光特別地域気象観測所"
"関東","栃木","41171","今市","いまいち","IMAICHI","日光市(cid:8489)川"
"関東","栃木","41181","塩谷","しおや","SHIOYA","塩谷(cid:13446)塩谷町大字田所"
"関東","栃木","41247","(cid:13411)(cid:14450)(cid:8562)山","なすからすやま","NASU-KARASUYAMA","(cid:13411)(cid:14450)(cid:8562)山市森田字小塙前"
"関東","栃木","41271","鹿(cid:7967)","かぬま","KANUMA","鹿(cid:7967)市(cid:12386)野"
"関東","栃木","41277","宇都宮","うつのみや","UTSUNOMIYA","宇都宮市明保野町　宇都宮地方気象台"
"関東","栃木","41331","(cid:9535)岡","もおか","MOOKA","(cid:9535)岡市下(cid:10354)谷"
"関東","栃木","41361","佐野","さの","SANO","佐野市田(cid:7967)町"
"関東","栃木","41376","小山","おやま","OYAMA","小山市出井"
"関東","群馬","42046","(cid:11816)原","ふじわら","FUJIWARA","利根(cid:13446)みなかみ町(cid:11816)原字屋倉"
"関東","群馬","42091","みなかみ","みなかみ","MINAKAMI","利根(cid:13446)みなかみ町幸知"
"関東","群馬","42121","(cid:11425)(cid:8032)","くさつ","KUSATSU","吾妻(cid:13446)(cid:11425)(cid:8032)町(cid:11425)(cid:8032)"
"関東","群馬","42146","(cid:7967)田","ぬまた","NUMATA","(cid:7967)田市井土上町"
"関東","群馬","42186","中之条","なかのじょう","NAKANOJO","吾妻(cid:13446)中之条町伊勢町"
"関東","群馬","42221","田代","たしろ","TASHIRO","吾妻(cid:13446)嬬恋村田代"
"関東","群馬","42251","前(cid:7595)","まえばし","MAEBASHI","前(cid:7595)市昭和町　前(cid:7595)地方気象台"
"関東","群馬","42266","(cid:7250)(cid:9173)","きりゅう","KIRYU","(cid:7250)(cid:9173)市元宿町"
"関東","群馬","42286","上(cid:13595)(cid:12386)","かみさとみ","KAMISATOMI","高崎市上(cid:13595)(cid:12386)町"
"関東","群馬","42302","伊勢崎","いせさき","ISESAKI","伊勢崎市宮子町"
"関東","群馬","42326","(cid:12377)野(cid:8766)","にしのまき","NISHI-NOMAKI","(cid:9169)(cid:7462)(cid:13446)下仁田町(cid:12377)野(cid:8766)"
"関東","群馬","42366","(cid:14603)林","たてばやし","TATEBAYASHI","(cid:14603)林市富士原"
"関東","群馬","42396","神(cid:8054)","かんな","KANNA","多野(cid:13446)神(cid:8054)町大字(cid:15342)田字坂井道下"
"関東","埼玉","43051","寄居","よりい","YORII","大(cid:13595)(cid:13446)寄居町大字折原"
"関東","埼玉","43056","熊谷","くまがや","KUMAGAYA","熊谷市(cid:7260)町　熊谷地方気象台"
"関東","埼玉","43126","久喜","くき","KUKI","久喜市六万(cid:13450)"
"関東","埼玉","43156","(cid:9947)(cid:8727)","ちちぶ","CHICHIBU","(cid:9947)(cid:8727)市上町　(cid:9947)(cid:8727)特別地域気象観測所"
"関東","埼玉","43171","(cid:15104)山","はとやま","HATOYAMA","(cid:7834)企(cid:13446)(cid:15104)山町大字(cid:12901)(cid:7967)"
"関東","埼玉","43241","さいたま","さいたま","SAITAMA","さいたま市(cid:7260)区大字宿"
"関東","埼玉","43256","(cid:12922)谷","こしがや","KOSHIGAYA","(cid:12922)谷市大字北後谷"
"関東","埼玉","43266","所(cid:7953)","ところざわ","TOKOROZAWA","所(cid:7953)市勝(cid:7462)寺"
"関東","東京","44046","小(cid:7961)内","おごうち","OGOCHI","(cid:12377)多摩(cid:13446)奥多摩町原"
"関東","東京","44056","青(cid:7285)","おうめ","OME","青(cid:7285)市新町"
"関東","東京","44071","(cid:10638)馬","ねりま","NERIMA","(cid:10638)馬区石神井台"
"関東","東京","44112","八(cid:8932)子","はちおうじ","HACHIOJI","八(cid:8932)子市元本(cid:13459)町"
"関東","東京","44116","府中","ふちゅう","FUCHU","府中市幸町"
"関東","東京","44132","東京","とうきょう","TOKYO","文京区(cid:9425)山　小石川(cid:7388)(cid:8768)園"
"関東","東京","44136","(cid:7908)戸川(cid:11179)海","えどがわりんかい","EDOGAWA-RINKAI","(cid:7908)戸川区(cid:11179)海町"
"関東","東京","44172","大島","おおしま","OSHIMA","大島町元町字家の上　大島特別地域気象観測所"
"関東","東京","44226","三宅島","みやけじま","MIYAKEJIMA","三宅村神(cid:9556)　三宅島特別地域気象観測所"
"関東","東京","44263","八丈島","はちじょうじま","HACHIJOJIMA","八丈島八丈町大賀(cid:13459)　八丈島特別地域気象観測所"
"関東","東京","44301","(cid:8727)島","ちちじま","CHICHIJIMA","小(cid:10143)原村(cid:8727)島字(cid:12377)町　(cid:8727)島気象観測所"
"関東","千葉","45061","我孫子","あびこ","ABIKO","我孫子市新木野"
"関東","千葉","45081","香取","かとり","KATORI","香取市大根"
"関東","千葉","45106","(cid:11242)(cid:7595)","ふなばし","FUNABASHI","(cid:11242)(cid:7595)市(cid:11782)円台"
"関東","千葉","45116","佐倉","さくら","SAKURA","佐倉市(cid:12421)来字屋敷前"
"関東","千葉","45147","(cid:13743)子","ちょうし","CHOSHI","(cid:13743)子市川口町　(cid:13743)子地方気象台"
"関東","千葉","45181","(cid:7571)(cid:11306)光","よこしばひかり","YOKOSHIBAHIKARI","山(cid:7754)(cid:13446)(cid:7571)(cid:11306)光町(cid:7571)(cid:11306)"
"関東","千葉","45212","千葉","ちば","CHIBA","千葉市中央区中央(cid:8199)　千葉特別地域気象観測所"
"関東","千葉","45261","(cid:11377)原","もばら","MOBARA","(cid:11377)原市高師"
"関東","千葉","45282","木更(cid:8032)","きさらづ","KISARAZU","木更(cid:8032)市(cid:12595)(cid:12377)南"
"関東","千葉","45291","(cid:8757)久","うしく","USHIKU","市原市(cid:10367)(cid:7953)"
"関東","千葉","45326","坂(cid:9215)","さかはた","SAKAHATA","君(cid:8032)市坂(cid:9215)"
"関東","千葉","45361","(cid:15134)川","かもがわ","KAMOGAWA","(cid:15134)川市(cid:7571)(cid:8181)"
"関東","千葉","45371","勝(cid:8070)","かつうら","KATSUURA","勝(cid:8070)市墨名　勝(cid:8070)特別地域気象観測所"
"関東","千葉","45401","(cid:14603)山","たてやま","TATEYAMA","(cid:14603)山市長(cid:14450)賀　(cid:14603)山特別地域気象観測所"
"関東","神奈川","46091","海(cid:10881)名","えびな","EBINA","海(cid:10881)名市中新田"
"関東","神奈川","46106","(cid:7571)(cid:8062)","よこはま","YOKOHAMA","(cid:7571)(cid:8062)市中区山手町　(cid:7571)(cid:8062)地方気象台"
"関東","神奈川","46141","(cid:13239)堂","つじどう","TSUJIDO","(cid:11816)(cid:7953)市(cid:13239)堂(cid:12377)海岸"
"関東","神奈川","46166","小田原","おだわら","ODAWARA","小田原市扇町"
"関東","神奈川","46211","三(cid:8070)","みうら","MIURA","三(cid:8070)市初声町下宮田"
"甲信","長野","48031","野(cid:7953)(cid:8194)(cid:7976)","のざわおんせん","NOZAWAONSEN","下高井(cid:13446)野(cid:7953)(cid:8194)(cid:7976)村大字(cid:12751)(cid:13459)字南原"
"甲信","長野","48061","信(cid:8432)町","しなのまち","SHINANOMACHI","上(cid:7880)内(cid:13446)信(cid:8432)町柏原字小丸山"
"甲信","長野","48066","(cid:14564)山","いいやま","IIYAMA","(cid:14564)山市大字(cid:14564)山字大道東"
"甲信","長野","48141","(cid:9425)馬","はくば","HAKUBA","北安曇(cid:13446)(cid:9425)馬村北城"
"甲信","長野","48156","長野","ながの","NAGANO","長野市(cid:10237)(cid:8171)(cid:7880)　長野地方気象台"
"甲信","長野","48191","大町","おおまち","OMACHI","大町市大町"
"甲信","長野","48196","信州新町","しんしゅうしんまち","SHINSHUSHIMMACHI","長野市信州新町(cid:8766)田中"
"甲信","長野","48216","(cid:11490)平","すがだいら","SUGADAIRA","上田市(cid:11490)平高原"
"甲信","長野","48256","上田","うえだ","UEDA","上田市古(cid:13595)"
"甲信","長野","48296","(cid:10001)高","ほたか","HOTAKA","安曇野市(cid:10001)高"
"甲信","長野","48321","東御","とうみ","TOMI","東御市新張"
"甲信","長野","48331","(cid:13133)井(cid:7953)","かるいざわ","KARUIZAWA","北佐久(cid:13446)(cid:13133)井(cid:7953)町大字(cid:13283)分　(cid:13133)井(cid:7953)特別地域気象観測所"
"甲信","長野","48361","松本","まつもと","MATSUMOTO","松本市(cid:7953)村　松本特別地域気象観測所"
"甲信","長野","48381","(cid:10087)(cid:9929)","たてしな","TATESHINA","北佐久(cid:13446)(cid:10087)(cid:9929)町(cid:11313)田"
"甲信","長野","48386","佐久","さく","SAKU","佐久市中(cid:13240)"
"甲信","長野","48466","奈川","ながわ","NAGAWA","松本市奈川"
"甲信","長野","48491","(cid:12598)(cid:12476)","すわ","SUWA","(cid:12598)(cid:12476)市(cid:8224)岸(cid:13307)り　(cid:12598)(cid:12476)特別地域気象観測所"
"甲信","長野","48531","(cid:14052)田高原","かいだこうげん","KAIDAKOGEN","木曽(cid:13446)木曽町(cid:14052)田高原(cid:12377)野"
"甲信","長野","48536","木(cid:9853)(cid:11784)原","きそやぶはら","KISO-YABUHARA","木曽(cid:13446)木(cid:9853)村(cid:11784)原"
"甲信","長野","48541","木曽平(cid:7953)","きそひらさわ",,"塩尻市大字木曽平(cid:7953)"
"甲信","長野","48546","(cid:13230)野","たつの","TATSUNO","上伊(cid:13411)(cid:13446)(cid:13230)野町中央"
"甲信","長野","48561","原村","はらむら","HARAMURA","(cid:12598)(cid:12476)(cid:13446)原村向坂上"
"甲信","長野","48571","野(cid:13238)山","のべやま","NOBEYAMA","南佐久(cid:13446)南(cid:8766)村野(cid:13238)山"
"甲信","長野","48606","木曽福島","きそふくしま","KISOFUKUSHIMA","木曽(cid:13446)木曽町福島"
"甲信","長野","48621","伊(cid:13411)","いな","INA","伊(cid:13411)市下新田"
"甲信","長野","48717","南木曽","なぎそ","NAGISO","木曽(cid:13446)南木曽町(cid:12574)書"
"甲信","長野","48731","(cid:14564)島","いいじま","IIJIMA","上伊(cid:13411)(cid:13446)(cid:14564)島町七久保"
"甲信","長野","48767","(cid:14564)田","いいだ","IIDA","(cid:14564)田市高(cid:10842)町　(cid:14564)田特別地域気象観測所"
"甲信","長野","48826","(cid:8073)合","なみあい","NAMIAI","下伊(cid:13411)(cid:13446)(cid:14143)智村(cid:8073)合"
"甲信","長野","48841","南信(cid:8432)","みなみしなの","MINAMISHINANO","(cid:14564)田市南信(cid:8432)和田字夜川(cid:8489)"
"甲信","山梨","49036","大(cid:7976)","おおいずみ","OIZUMI","北杜市大(cid:7976)町谷戸"
"甲信","山梨","49086","(cid:14430)崎","にらさき","NIRASAKI","(cid:14430)崎市大(cid:11425)町(cid:11357)尾"
"甲信","山梨","49142","甲府","こうふ","KOFU","甲府市(cid:14564)田　甲府地方気象台"
"甲信","山梨","49151","勝(cid:7967)","かつぬま","KATSUNUMA","甲州市勝(cid:7967)町勝(cid:7967)"
"甲信","山梨","49161","大月","おおつき","OTSUKI","大月市大月"
"甲信","山梨","49196","古関","ふるせき","FURUSEKI","甲府市古関町"
"甲信","山梨","49236","切石","きりいし","KIRIISHI","南巨摩(cid:13446)(cid:13087)延町切石"
"甲信","山梨","49251","(cid:7961)口(cid:8224)","かわぐちこ","KAWAGUCHI-KO","南都留(cid:13446)富士(cid:7961)口(cid:8224)町(cid:11242)(cid:8032)　(cid:7961)口(cid:8224)特別地域気象観測所"
"甲信","山梨","49256","山中","やまなか","YAMANAKA","南都留(cid:13446)山中(cid:8224)村山中字梨ケ原"
"甲信","山梨","49316","南(cid:13450)","なんぶ","NAMBU","南巨摩(cid:13446)南(cid:13450)町南(cid:13450)"
"東海","静岡","50106","井川","いかわ","IKAWA","静岡市(cid:11591)区井川"
"東海","静岡","50136","御(cid:7818)場","ごてんば","GOTEMBA","御(cid:7818)場市(cid:11543)原"
"東海","静岡","50196","富士","ふじ","FUJI","富士市厚原"
"東海","静岡","50206","三島","みしま","MISHIMA","三島市東本町　三島特別地域気象観測所"
"東海","静岡","50226","佐久(cid:14059)","さくま","SAKUMA","(cid:8062)松市天(cid:10099)区佐久(cid:14059)町(cid:8070)川"
"東海","静岡","50241","川根本町","かわねほんちょう","KAWANEHONCHO","(cid:7477)原(cid:13446)川根本町田代"
"東海","静岡","50261","(cid:8171)(cid:7880)","しみず","SHIMIZU","静岡市(cid:8171)(cid:7880)区興(cid:8032)中町"
"東海","静岡","50281","(cid:10585)代","あじろ","AJIRO","(cid:8661)海市(cid:10585)代　(cid:10585)代特別地域気象観測所"
"東海","静岡","50331","静岡","しずおか","SHIZUOKA","静岡市(cid:14708)(cid:7961)区曲(cid:13600)　静岡地方気象台"
"東海","静岡","50386","天(cid:10099)","てんりゅう","TENRYU","(cid:8062)松市天(cid:10099)区(cid:11242)明"
"東海","静岡","50456","(cid:8062)松","はままつ","HAMAMATSU","(cid:8062)松市中区高丘東　(cid:8062)松特別地域気象観測所"
"東海","静岡","50476","(cid:11493)川(cid:8766)之原","きくがわまきのはら","KIKUGAWA-MAKINOHARA","(cid:11493)川市倉(cid:7953)"
"東海","静岡","50491","松崎","まつざき","MATSUZAKI","賀(cid:11377)(cid:13446)松崎町(cid:7908)奈"
"東海","静岡","50506","(cid:9988)取","いなとり","INATORI","賀(cid:11377)(cid:13446)東伊(cid:12747)町(cid:9988)取"
"東海","静岡","50536","(cid:9772)田","いわた","IWATA","(cid:9772)田市南島"
"東海","静岡","50551","御前崎","おまえざき","OMAEZAKI","御前崎市御前崎　御前崎特別地域気象観測所"
"東海","静岡","50561","石廊崎","いろうざき","IROZAKI","賀(cid:11377)(cid:13446)南伊(cid:12747)町石廊崎石室山　石廊崎特別地域気象観測所"
"東海","愛知","51031","愛(cid:12377)","あいさい","AISAI","愛(cid:12377)市(cid:7908)(cid:12377)町川原"
"東海","愛知","51071","(cid:9988)(cid:7754)","いなぶ","INABU","(cid:12751)田市(cid:9988)(cid:7754)町スソガエト"
"東海","愛知","51106","名古屋","なごや","NAGOYA","名古屋市千(cid:9984)区日和町　名古屋地方気象台"
"東海","愛知","51116","(cid:12751)田","とよた","TOYOTA","(cid:12751)田市高町東山"
"東海","愛知","51216","大府","おおぶ","OBU","大府市森岡町"
"東海","愛知","51226","岡崎","おかざき","OKAZAKI","岡崎市(cid:10814)合町地(cid:11702)野"
"東海","愛知","51247","新城","しんしろ","SHINSHIRO","新城市富(cid:7953)字広(cid:8489)"
